ori,agency_type_name,EDITED,agency_name [EDIT THIS COLUMN],pub_agency_name,icpsr_name
NJ006PT00,Other,,Special Part Time Cumberland County,Special Part Time Cumberland County,Spt Cumberland Co
NJ006SP00,State Police,,State Police: Cumberland County,State Police: Cumberland County,Sp: Cumberland County
NJ0070000,County,,Essex County Sheriff's Department,Essex,Essex County Sheriff's Office
NJ0070100,City,,Belleville Police Department,Belleville,Belleville Police
NJ0070200,City,,Bloomfield Police Department,Bloomfield,Bloomfield Police
NJ0070300,City,,Caldwell Police Department,Caldwell,Caldwell Borough Police
NJ0070400,City,,"Fairfield Township, Essex County Police Department","Fairfield Township, Essex County",Fairfield Township Police
NJ0070500,City,,Cedar Grove Township Police Department,Cedar Grove Township,Cedar Grove Township Police
NJ0070600,City,,East Orange Police Department,East Orange,East Orange Police
NJ0070700,City,,Essex Fells Police Department,Essex Fells,Essex Fells Police
NJ0070800,City,,Glen Ridge Police Department,Glen Ridge,Glen Ridge Police
NJ0070900,City,,Irvington Police Department,Irvington,Irvington Police
NJ0071000,City,,Livingston Township Police Department,Livingston Township,Livingston Police
NJ0071100,City,,Maplewood Township Police Department,Maplewood Township,Maplewood Police
NJ0071200,City,,Millburn Township Police Department,Millburn Township,Millburn Police
NJ0071300,City,,Montclair Police Department,Montclair,Montclair Police
NJ0071500,City,,North Caldwell Police Department,North Caldwell,North Caldwell Police
NJ0071600,City,,Nutley Township Police Department,Nutley Township,Nutley Police
NJ0071700,City,,Orange Police Department,Orange,Orange Police
NJ0071800,City,,Roseland Police Department,Roseland,Roseland Borough Police
NJ0071900,City,,South Orange Police Department,South Orange,South Orange Police
NJ0072000,City,,Verona Police Department,Verona,Verona Police
NJ0072100,City,,West Caldwell Township Police Department,West Caldwell Township,West Caldwell Police
NJ0072200,City,,West Orange Police Department,West Orange,West Orange Police
NJ0072300,County,,Essex County Police Department,Essex County Police Department,Essex County PD Newark
NJ0072400,Other State Agency,,New Jersey Division of Alcohol Beverage Control,New Jersey Division of Alcohol Beverage Control,"New Jersey Division Of Alcoholic Beverage Control,"
NJ0072700,University or College,,New Jersey Institute of Technology,New Jersey Institute of Technology,New Jersey Institute Of Technology Police
NJ0072800,University or College,,Montclair State University,Montclair State University,Montclair State University Police
NJ0073000,University or College,,Rutgers University: Newark,Rutgers University: Newark,University Of Medicine & Dentistry Of New Jersey
NJ0073100,University or College,,Essex County College,Essex County College,Essex County College Police
NJ0073200,Other State Agency,,New Jersey Transit Police,New Jersey Transit Police,New Jersey Transit Police
NJ0073400,University or College,,Rutgers University: Newark,Rutgers University: Newark,Rutgers University Police - Newark
NJ0078900,Other,,Prosecutor: Essex County,Prosecutor: Essex County,Essex County Prosecutor's Chief
NJ007PT00,Other,,Special Part Time Essex County,Special Part Time Essex County,Spt Essex Co
NJ007SP00,State Police,,State Police: Essex County,State Police: Essex County,Sp: Essex County
NJ0080000,County,,Gloucester County Sheriff's Department,Gloucester,Gloucester County Sheriff's Office
NJ0080100,City,,Clayton Police Department,Clayton,Clayton Police
NJ0080200,City,,Deptford Township Police Department,Deptford Township,Deptford Police
NJ0080300,City,,East Greenwich Township Police Department,East Greenwich Township,East Greenwich Police
NJ0080400,City,,Elk Township Police Department,Elk Township,Elk Township Police
NJ0080500,City,,"Franklin Township, Gloucester County Police Department","Franklin Township, Gloucester County",Franklin Township Police
NJ0080600,City,,Glassboro Police Department,Glassboro,Glassboro Police
NJ0080700,City,,"Greenwich Township, Gloucester County Police Department","Greenwich Township, Gloucester County",Greenwich Township Police
NJ0080800,City,,Harrison Township Police Department,Harrison Township,Harrison Township Police
NJ0080900,City,,Logan Township Police Department,Logan Township,Logan Township Police
NJ0081000,City,,Mantua Township Police Department,Mantua Township,Mantua Township Police
NJ0081100,City,,Monroe Township Police Department,Monroe Township,Monroe Township Police
NJ0081200,City,,National Park Police Department,National Park,National Park PD
NJ0081300,City,,Newfield Police Department,Newfield,Newfield Borough Police
NJ0081400,City,,Paulsboro Police Department,Paulsboro,Paulsboro Police
NJ0081500,City,,Pitman Police Department,Pitman,Pitman Police
NJ0081600,City,,South Harrison Township Police Department,South Harrison Township,South Harrison Township Police
NJ0081700,City,,Swedesboro Police Department,Swedesboro,Swedesboro Borough Police
NJ0081800,City,,"Washington Township, Gloucester County Police Department","Washington Township, Gloucester County",Washington Township Police
NJ0081900,City,,Wenonah Police Department,Wenonah,Wenonah Police
NJ0082000,City,,West Deptford Township Police Department,West Deptford Township,West Deptford Police
NJ0082100,City,,Westville Police Department,Westville,Westville Police
NJ0082200,City,,Woodbury Police Department,Woodbury,Woodbury Police
NJ0082300,City,,Woodbury Heights Police Department,Woodbury Heights,Woodbury Heights Borough Police
NJ0082400,City,,Woolwich Township Police Department,Woolwich Township,Woolwich Township Police
NJ0082500,City,,Williamstown Police Department,Williamstown,Williamstown PD
NJ0082600,University or College,,Rowan University,Rowan University,Rowan University Police
NJ0088900,Other,,Prosecutor: Gloucester County,Prosecutor: Gloucester County,Gloucester County Prosecutor's Chief
NJ008PT00,Other,,Special Part Time Gloucester County,Special Part Time Gloucester County,Spt Gloucester Co
NJ008SP00,State Police,,State Police: Gloucester County,State Police: Gloucester County,Sp: Gloucester County
NJ0090000,County,,Hudson County Sheriff's Department,Hudson,Hudson County Sheriff's Office
NJ0090100,City,,Bayonne Police Department,Bayonne,Bayonne Police
NJ0090200,City,,East Newark Police Department,East Newark,East Newark Police
NJ0090300,City,,Guttenberg Police Department,Guttenberg,Guttenberg Police
NJ0090400,City,,Harrison Police Department,Harrison,Harrison Police
NJ0090500,City,,Hoboken Police Department,Hoboken,Hoboken Police
NJ0090600,City,,Jersey City Police Department,Jersey City,Jersey City Police
NJ0090700,City,,Kearny Police Department,Kearny,Kearny Police
NJ0090800,City,,North Bergen Township Police Department,North Bergen Township,North Bergen Police
NJ0090900,City,,Secaucus Police Department,Secaucus,Secaucus Police
NJ0091000,City,,Union City Police Department,Union City,Union City Police
NJ0091100,City,,Weehawken Township Police Department,Weehawken Township,Weehawken Police
NJ0091200,City,,West New York Police Department,West New York,West New York Police
NJ0091300,County,,Hudson County Police Department,Hudson County Police Department,Hudson Co PD Jersey City
NJ009149E,University or College,,Stevens Institute of Technology,Stevens Institute of Technology,
NJ0098900,Other,,Prosecutor: Hudson County,Prosecutor: Hudson County,Hudson County Prosecutor's Chief
NJ009PT00,Other,,Special Part Time Hudson County,Special Part Time Hudson County,Spt Hudson Co
NJ009SP00,State Police,,State Police: Hudson County,State Police: Hudson County,Sp: Hudson County
NJ0100000,County,,Hunterdon County Sheriff's Department,Hunterdon,Hunterdon County Sheriff's Office
NJ0100100,City,,Alexandria Township Police Department,Alexandria Township,Alexandria Twp PD Milford
NJ0100300,City,,Bloomsbury Police Department,Bloomsbury,Bloomsbury PD
NJ0100400,City,,Califon Police Department,Califon,Califon PD
NJ0100500,City,,Clinton Police Department,Clinton,Clinton Police
NJ0100600,City,,Clinton Township Police Department,Clinton Township,Clinton Township Police
NJ0100700,City,,Delaware Township Police Department,Delaware Township,Delaware Township Police
NJ0100900,City,,Flemington Police Department,Flemington,Flemington Borough Police
NJ0101000,City,,"Franklin Township, Hunterdon County Police Department","Franklin Township, Hunterdon County",Franklin Township Police
NJ0101100,City,,Frenchtown Police Department,Frenchtown,Frenchtown Borough Police
NJ0101200,City,,Glen Gardner Police Department,Glen Gardner,Glen Gardner PD
NJ0101300,City,,Hampton Police Department,Hampton,Hampton PD
NJ0101400,City,,High Bridge Police Department,High Bridge,High Bridge Police
NJ0101500,City,,Holland Township Police Department,Holland Township,Holland Township Police
NJ0101700,City,,Lambertville Police Department,Lambertville,Lambertville Police
NJ0101800,City,,Lebanon Police Department,Lebanon,Lebanon Boro Police Department
NJ0101900,City,,Lebanon Township Police Department,Lebanon Township,Lebanon Township Police
NJ0102000,City,,Milford Police Department,Milford,Milford PD
NJ0102100,City,,Raritan Township Police Department,Raritan Township,Raritan Township Police
NJ0102200,City,,Readington Township Police Department,Readington Township,Readington Township Police
NJ0102400,City,,Tewksbury Township Police Department,Tewksbury Township,Tewksbury Township Police
NJ0102600,City,,West Amwell Township Police Department,West Amwell Township,West Amwell Township Police
NJ0102800,Other State Agency,,Hunterdon Developmental Center,Hunterdon Developmental Center,Hunterdon Dev Ctr Patrol Officers Clinton
NJ0108900,Other,,Prosecutor: Hunterdon County,Prosecutor: Hunterdon County,Hunterdon County Prosecutor's Chief
NJ010PT00,Other,,Special Part Time Hunterdon County,Special Part Time Hunterdon County,Spt Hunterdon Co
NJ010SP00,State Police,,State Police: Hunterdon County,State Police: Hunterdon County,Sp: Hunterdon County
NJ0110000,County,,Mercer County Sheriff's Department,Mercer,Mercer County Sheriff's Office
NJ0110100,City,,East Windsor Township Police Department,East Windsor Township,East Windsor Township Police
NJ0110200,City,,Ewing Township Police Department,Ewing Township,Ewing Township Police
NJ0110300,City,,"Hamilton Township, Mercer County Police Department","Hamilton Township, Mercer County",Hamilton Police
NJ0110400,City,,Hightstown Police Department,Hightstown,Hightstown Police
NJ0110500,City,,Hopewell Police Department,Hopewell,Hopewell PD
NJ0110600,City,,Hopewell Township Police Department,Hopewell Township,Hopewell Township Police
NJ0110700,City,,"Lawrence Township, Mercer County Police Department","Lawrence Township, Mercer County",Lawrence Township Police
NJ0110800,City,,Pennington Police Department,Pennington,Pennington Police
NJ0110900,City,,Princeton Police Department,Princeton,Princeton Borough Police
NJ0111000,City,,Princeton  Police Department,Princeton ,Princeton Township Police
NJ0111100,City,,Trenton Police Department,Trenton,Trenton Police
NJ0111200,City,,Robbinsville Township Police Department,Robbinsville Township,Robbinsville Township Police
NJ0111300,City,,West Windsor Township Police Department,West Windsor Township,West Windsor Township Police
NJ0111400,Other State Agency,,State Enforcement Bureau Investigation Section,State Enforcement Bureau Investigation Section,New Jersey Division Of Criminal Justice
NJ0111500,Other State Agency,,Division of Motor Vehicles,Division of Motor Vehicles,Div Motor Veh Dept Law And Pub Safety Trenton
NJ0111700,Other State Agency,,Division of Fish and Wildlife,Division of Fish and Wildlife,New Jersey Division Of Fish & Wildlife
NJ0111800,University or College,,The College of New Jersey,The College of New Jersey,College Of New Jersey Police
NJ0111900,Other State Agency,,Department of Human Services,Department of Human Services,New Jersey Department Of Human Services Police
NJ011509E,University or College,,Princeton University,Princeton University,
NJ0118900,Other,,Prosecutor: Mercer County,Prosecutor: Mercer County,Mercer County Prosecutor's Chief
NJ011PT00,Other,,Special Part Time Mercer County,Special Part Time Mercer County,Spt Mercer Co
NJ011SP00,State Police,,State Police: Mercer County,State Police: Mercer County,Sp: Mercer County
NJ0120000,County,,Middlesex County Sheriff's Department,Middlesex,Middlesex County Sheriff's Department
NJ0120100,City,,Carteret Police Department,Carteret,Carteret Police
NJ0120200,City,,Cranbury Township Police Department,Cranbury Township,Cranbury Township Police
NJ0120300,City,,Dunellen Police Department,Dunellen,Dunellen Police
NJ0120400,City,,East Brunswick Township Police Department,East Brunswick Township,East Brunswick Township Police
NJ0120500,City,,Edison Township Police Department,Edison Township,Edison Police
NJ0120600,City,,Helmetta Police Department,Helmetta,Helmetta Police
NJ0120700,City,,Highland Park Police Department,Highland Park,Highland Park Police
NJ0120800,City,,Jamesburg Police Department,Jamesburg,Jamesburg Police
NJ0120900,City,,Old Bridge Township Police Department,Old Bridge Township,Old Bridge Township Police
NJ0121000,City,,Metuchen Police Department,Metuchen,Metuchen Police
NJ0121100,City,,Middlesex Police Department,Middlesex,Middlesex Borough Police
NJ0121200,City,,Milltown Police Department,Milltown,Milltown Police
NJ0121300,City,,"Monroe Township, Middlesex County Police Department","Monroe Township, Middlesex County",Monroe Township Police
NJ0121400,City,,New Brunswick Police Department,New Brunswick,New Brunswick Police
NJ0121500,City,,North Brunswick Township Police Department,North Brunswick Township,North Brunswick Police
NJ0121600,City,,Perth Amboy Police Department,Perth Amboy,Perth Amboy Police Department
NJ0121700,City,,Piscataway Township Police Department,Piscataway Township,Piscataway Township Police
NJ0121800,City,,Plainsboro Township Police Department,Plainsboro Township,Plainsboro Police
NJ0121900,City,,Sayreville Police Department,Sayreville,Sayreville Police
NJ0122000,City,,South Amboy Police Department,South Amboy,South Amboy Police
NJ0122100,City,,South Brunswick Township Police Department,South Brunswick Township,South Brunswick Police
NJ0122200,City,,South Plainfield Police Department,South Plainfield,South Plainfield Police
NJ0122300,City,,South River Police Department,South River,South River Police
NJ0122400,City,,Spotswood Police Department,Spotswood,Spotswood Police
NJ0122500,City,,Woodbridge Township Police Department,Woodbridge Township,Woodbridge Police
NJ0122600,University or College,,Middlesex County College,Middlesex County College,Middlesex County College Police
NJ0123000,University or College,,Rutgers University: New Brunswick,Rutgers University: New Brunswick,Rutgers University Police - New Brunswick
